scheduled_date,player_name,position,team_market,rec_rec,rec_yds,targets,grades_pass_route,pff_snaps,avg_depth_of_target,drop_rate,route_rate,slot_rate,wide_rate,yards_per_reception,yprr
2024-08-25,Pofele Ashlock,WR,Hawai'i,1,16,104.0,59.8,564.0,9.3,17.6,95.5,96.9,3.1,10.2,1.53
2024-08-25,Alex Perry,WR,Hawai'i,1,5,41.0,53.2,403.0,11.8,15.4,94.8,5.5,94.5,8.9,0.71
2024-08-25,Alex Perry,WR,Hawai'i,1,9,41.0,53.2,403.0,11.8,15.4,94.8,5.5,94.5,8.9,0.71
2024-08-25,Pofele Ashlock,WR,Hawai'i,1,13,104.0,59.8,564.0,9.3,17.6,95.5,96.9,3.1,10.2,1.53
2024-08-25,Pofele Ashlock,WR,Hawai'i,1,10,104.0,59.8,564.0,9.3,17.6,95.5,96.9,3.1,10.2,1.53
2024-08-25,Pofele Ashlock,WR,Hawai'i,1,13,104.0,59.8,564.0,9.3,17.6,95.5,96.9,3.1,10.2,1.53
2024-08-25,Nick Cenacle,WR,Hawai'i,1,4,95.0,67.2,610.0,10.6,6.0,95.9,95.5,4.5,11.5,1.61
2024-08-25,Pofele Ashlock,WR,Hawai'i,1,29,104.0,59.8,564.0,9.3,17.6,95.5,96.9,3.1,10.2,1.53
2024-08-24,Luke Wysong,WR,New Mexico,1,14,110.0,78.0,676.0,11.7,9.2,91.8,63.7,34.2,12.1,2.49
2024-08-24,Luke Wysong,WR,New Mexico,1,53,110.0,78.0,676.0,11.7,9.2,91.8,63.7,34.2,12.1,2.49
2024-08-24,Ryan Davis,WR,New Mexico,1,4,87.0,74.8,729.0,12.3,5.3,91.1,34.2,65.1,13.8,2.09
2024-08-24,Luke Wysong,WR,New Mexico,1,14,110.0,78.0,676.0,11.7,9.2,91.8,63.7,34.2,12.1,2.49
2024-08-24,Ryan Davis,WR,New Mexico,1,11,87.0,74.8,729.0,12.3,5.3,91.1,34.2,65.1,13.8,2.09
2024-08-24,Luke Wysong,WR,New Mexico,1,2,110.0,78.0,676.0,11.7,9.2,91.8,63.7,34.2,12.1,2.49
2024-08-24,Luke Wysong,WR,New Mexico,1,4,110.0,78.0,676.0,11.7,9.2,91.8,63.7,34.2,12.1,2.49
2024-08-24,Nic Trujillo,WR,New Mexico,1,2,40.0,65.3,374.0,20.2,15.8,92.4,37.1,62.9,19.1,1.47
2024-08-24,Luke Wysong,WR,New Mexico,1,8,110.0,78.0,676.0,11.7,9.2,91.8,63.7,34.2,12.1,2.49
2024-08-24,Ryan Davis,WR,New Mexico,1,6,87.0,74.8,729.0,12.3,5.3,91.1,34.2,65.1,13.8,2.09
2024-08-24,Nic Trujillo,WR,New Mexico,1,-1,40.0,65.3,374.0,20.2,15.8,92.4,37.1,62.9,19.1,1.47
2024-08-25,Jaden Smith,WR,Nevada,1,0,94.0,77.9,814.0,13.3,4.6,92.4,12.5,87.1,13.7,2.04
2024-08-25,Cortez Braham Jr.,WR,Nevada,1,4,92.0,70.3,790.0,15.0,5.1,92.3,24.0,75.5,12.8,1.81
2024-08-25,Roderick Daniels Jr.,WR,SMU,1,23,57.0,73.8,607.0,8.5,8.3,89.2,62.5,17.2,15.3,2.09
2024-08-25,Brashard Smith,RB,SMU,1,9,51.0,90.8,541.0,1.7,4.7,73.3,12.1,2.6,8.2,1.69
2024-08-25,Cortez Braham Jr.,WR,Nevada,1,4,92.0,70.3,790.0,15.0,5.1,92.3,24.0,75.5,12.8,1.81
2024-08-25,Key'Shawn Smith,WR,SMU,1,20,54.0,69.5,651.0,14.9,0.0,93.2,10.5,89.5,16.0,1.61
2024-08-25,Cortez Braham Jr.,WR,Nevada,1,48,92.0,70.3,790.0,15.0,5.1,92.3,24.0,75.5,12.8,1.81
2024-08-25,Cortez Braham Jr.,WR,Nevada,1,10,92.0,70.3,790.0,15.0,5.1,92.3,24.0,75.5,12.8,1.81
2024-08-25,Jordan Hudson,WR,SMU,1,10,60.0,64.1,534.0,12.1,9.3,92.1,14.0,86.0,10.8,1.65
2024-08-25,Jaden Smith,WR,Nevada,1,14,94.0,77.9,814.0,13.3,4.6,92.4,12.5,87.1,13.7,2.04
2024-08-25,Jaden Smith,WR,Nevada,1,11,94.0,77.9,814.0,13.3,4.6,92.4,12.5,87.1,13.7,2.04
2024-08-25,Brashard Smith,RB,SMU,1,17,51.0,90.8,541.0,1.7,4.7,73.3,12.1,2.6,8.2,1.69
2024-08-25,Roderick Daniels Jr.,WR,SMU,1,8,57.0,73.8,607.0,8.5,8.3,89.2,62.5,17.2,15.3,2.09
2024-08-25,Roderick Daniels Jr.,WR,SMU,1,-3,57.0,73.8,607.0,8.5,8.3,89.2,62.5,17.2,15.3,2.09
2024-08-25,Marcus Bellon,WR,Nevada,1,18,45.0,68.1,587.0,7.5,2.5,93.2,88.0,11.1,13.4,1.6
2024-08-25,Jaden Smith,WR,Nevada,1,7,94.0,77.9,814.0,13.3,4.6,92.4,12.5,87.1,13.7,2.04
2024-08-24,Malik Rutherford,WR,Georgia Tech,1,42,83.0,73.9,596.0,6.5,8.8,95.8,78.5,18.3,11.3,2.35
2024-08-24,Malik Benson,WR,Florida State,1,4,45.0,59.5,437.0,14.6,7.4,94.3,22.1,77.9,12.4,1.18
2024-08-24,Ja'Khi Douglas,WR,Florida State,1,6,46.0,74.8,426.0,11.6,5.9,94.4,85.2,14.1,16.2,1.94
2024-08-24,Malik Benson,WR,Florida State,1,6,45.0,59.5,437.0,14.6,7.4,94.3,22.1,77.9,12.4,1.18
2024-08-24,Ja'Khi Douglas,WR,Florida State,1,15,46.0,74.8,426.0,11.6,5.9,94.4,85.2,14.1,16.2,1.94
2024-08-24,Malik Rutherford,WR,Georgia Tech,1,5,83.0,73.9,596.0,6.5,8.8,95.8,78.5,18.3,11.3,2.35
2024-08-24,Eric Singleton Jr.,WR,Georgia Tech,1,7,90.0,70.7,642.0,12.7,6.7,96.3,30.8,69.2,13.5,2.23
2024-08-24,Malik Rutherford,WR,Georgia Tech,1,15,83.0,73.9,596.0,6.5,8.8,95.8,78.5,18.3,11.3,2.35
2024-08-24,Ja'Khi Douglas,WR,Florida State,1,14,46.0,74.8,426.0,11.6,5.9,94.4,85.2,14.1,16.2,1.94
2024-08-24,Malik Benson,WR,Florida State,1,10,45.0,59.5,437.0,14.6,7.4,94.3,22.1,77.9,12.4,1.18
2024-08-24,Ja'Khi Douglas,WR,Florida State,1,20,46.0,74.8,426.0,11.6,5.9,94.4,85.2,14.1,16.2,1.94
2024-08-24,Malik Benson,WR,Florida State,1,19,45.0,59.5,437.0,14.6,7.4,94.3,22.1,77.9,12.4,1.18
2024-08-24,Malik Rutherford,WR,Georgia Tech,1,4,83.0,73.9,596.0,6.5,8.8,95.8,78.5,18.3,11.3,2.35
2024-08-24,Eric Singleton Jr.,WR,Georgia Tech,1,12,90.0,70.7,642.0,12.7,6.7,96.3,30.8,69.2,13.5,2.23
2024-09-01,Kole Wilson,WR,Texas State,1,10,67.0,62.6,774.0,11.8,10.6,95.4,12.4,86.6,15.0,1.6
2024-09-01,Jaden Williams,WR,Texas State,1,34,76.0,76.5,777.0,11.2,8.1,95.2,11.3,88.7,14.2,2.12
2024-09-01,Chris Dawn Jr.,WR,Texas State,1,8,50.0,74.1,429.0,8.9,2.6,94.6,39.1,60.5,11.3,1.69
2024-09-01,Joey Hobert,WR,Texas State,1,1,92.0,78.7,704.0,7.4,1.4,95.1,92.8,5.6,9.6,1.85
2024-09-01,Kole Wilson,WR,Texas State,1,13,67.0,62.6,774.0,11.8,10.6,95.4,12.4,86.6,15.0,1.6
2024-09-01,Chris Dawn Jr.,WR,Texas State,1,5,50.0,74.1,429.0,8.9,2.6,94.6,39.1,60.5,11.3,1.69
2024-09-01,Kole Wilson,WR,Texas State,1,4,67.0,62.6,774.0,11.8,10.6,95.4,12.4,86.6,15.0,1.6
2024-09-01,Jaden Williams,WR,Texas State,1,6,76.0,76.5,777.0,11.2,8.1,95.2,11.3,88.7,14.2,2.12
2024-09-01,Kole Wilson,WR,Texas State,1,7,67.0,62.6,774.0,11.8,10.6,95.4,12.4,86.6,15.0,1.6
2024-09-01,Joey Hobert,WR,Texas State,1,12,92.0,78.7,704.0,7.4,1.4,95.1,92.8,5.6,9.6,1.85
2024-09-01,Jaden Williams,WR,Texas State,1,3,76.0,76.5,777.0,11.2,8.1,95.2,11.3,88.7,14.2,2.12
2024-09-01,Jaden Williams,WR,Texas State,1,2,76.0,76.5,777.0,11.2,8.1,95.2,11.3,88.7,14.2,2.12
2024-09-01,Jaden Williams,WR,Texas State,1,-4,76.0,76.5,777.0,11.2,8.1,95.2,11.3,88.7,14.2,2.12
2024-09-01,Jaden Williams,WR,Texas State,1,13,76.0,76.5,777.0,11.2,8.1,95.2,11.3,88.7,14.2,2.12
2024-09-01,Kole Wilson,WR,Texas State,1,13,67.0,62.6,774.0,11.8,10.6,95.4,12.4,86.6,15.0,1.6
2024-09-01,Joey Hobert,WR,Texas State,1,5,92.0,78.7,704.0,7.4,1.4,95.1,92.8,5.6,9.6,1.85
2024-09-01,Joey Hobert,WR,Texas State,1,6,92.0,78.7,704.0,7.4,1.4,95.1,92.8,5.6,9.6,1.85
2024-09-01,Kole Wilson,WR,Texas State,1,11,67.0,62.6,774.0,11.8,10.6,95.4,12.4,86.6,15.0,1.6
2024-09-01,Kole Wilson,WR,Texas State,1,7,67.0,62.6,774.0,11.8,10.6,95.4,12.4,86.6,15.0,1.6
2024-09-01,Joey Hobert,WR,Texas State,1,37,92.0,78.7,704.0,7.4,1.4,95.1,92.8,5.6,9.6,1.85
2024-09-01,Jaden Williams,WR,Texas State,1,15,76.0,76.5,777.0,11.2,8.1,95.2,11.3,88.7,14.2,2.12
2024-09-01,Joey Hobert,WR,Texas State,1,30,92.0,78.7,704.0,7.4,1.4,95.1,92.8,5.6,9.6,1.85
2024-08-31,Kyle Williams,WR,Washington State,1,16,101.0,82.0,780.0,11.5,6.7,93.8,25.3,74.1,17.1,2.71
2024-08-31,Kris Hutson,WR,Washington State,1,30,93.0,70.5,693.0,11.4,6.9,94.4,51.2,48.8,12.6,1.75
2024-08-31,Kris Hutson,WR,Washington State,1,5,93.0,70.5,693.0,11.4,6.9,94.4,51.2,48.8,12.6,1.75
2024-08-31,Kyle Williams,WR,Washington State,1,58,101.0,82.0,780.0,11.5,6.7,93.8,25.3,74.1,17.1,2.71
2024-08-31,Kyle Williams,WR,Washington State,1,8,101.0,82.0,780.0,11.5,6.7,93.8,25.3,74.1,17.1,2.71
2024-08-31,Kris Hutson,WR,Washington State,1,7,93.0,70.5,693.0,11.4,6.9,94.4,51.2,48.8,12.6,1.75
2024-08-31,Kris Hutson,WR,Washington State,1,59,93.0,70.5,693.0,11.4,6.9,94.4,51.2,48.8,12.6,1.75
2024-08-31,Kyle Williams,WR,Washington State,1,59,101.0,82.0,780.0,11.5,6.7,93.8,25.3,74.1,17.1,2.71
2024-08-31,Jalen Moss,WR,Fresno State,1,3,72.0,63.4,602.0,9.6,11.1,93.9,27.4,72.4,11.7,1.53
2024-08-31,Colston Loveland,TE,Michigan,1,13,82.0,90.6,372.0,7.1,3.4,94.4,47.6,18.6,10.4,2.67
2024-08-31,Mac Dalena,WR,Fresno State,1,4,83.0,74.3,686.0,13.8,4.5,94.3,21.7,77.6,16.8,2.61
2024-08-31,Jalen Moss,WR,Fresno State,1,19,72.0,63.4,602.0,9.6,11.1,93.9,27.4,72.4,11.7,1.53
2024-08-31,Raylen Sharpe,WR,Fresno State,1,7,69.0,71.4,490.0,7.9,3.8,93.8,84.0,14.5,10.3,1.65
2024-08-31,Colston Loveland,TE,Michigan,1,5,82.0,90.6,372.0,7.1,3.4,94.4,47.6,18.6,10.4,2.67
2024-08-31,Jalen Moss,WR,Fresno State,1,12,72.0,63.4,602.0,9.6,11.1,93.9,27.4,72.4,11.7,1.53
2024-08-31,Jalen Moss,WR,Fresno State,1,23,72.0,63.4,602.0,9.6,11.1,93.9,27.4,72.4,11.7,1.53
2024-08-31,Mac Dalena,WR,Fresno State,1,7,83.0,74.3,686.0,13.8,4.5,94.3,21.7,77.6,16.8,2.61
2024-08-31,Colston Loveland,TE,Michigan,1,10,82.0,90.6,372.0,7.1,3.4,94.4,47.6,18.6,10.4,2.67
2024-08-31,Colston Loveland,TE,Michigan,1,12,82.0,90.6,372.0,7.1,3.4,94.4,47.6,18.6,10.4,2.67
2024-08-31,Colston Loveland,TE,Michigan,1,3,82.0,90.6,372.0,7.1,3.4,94.4,47.6,18.6,10.4,2.67
2024-08-31,Colston Loveland,TE,Michigan,1,20,82.0,90.6,372.0,7.1,3.4,94.4,47.6,18.6,10.4,2.67
2024-08-31,Colston Loveland,TE,Michigan,1,6,82.0,90.6,372.0,7.1,3.4,94.4,47.6,18.6,10.4,2.67
2024-08-31,Mac Dalena,WR,Fresno State,1,19,83.0,74.3,686.0,13.8,4.5,94.3,21.7,77.6,16.8,2.61
2024-08-31,Jalen Moss,WR,Fresno State,1,12,72.0,63.4,602.0,9.6,11.1,93.9,27.4,72.4,11.7,1.53
2024-08-31,Jalen Moss,WR,Fresno State,1,28,72.0,63.4,602.0,9.6,11.1,93.9,27.4,72.4,11.7,1.53
2024-08-31,Mac Dalena,WR,Fresno State,1,16,83.0,74.3,686.0,13.8,4.5,94.3,21.7,77.6,16.8,2.61
2024-08-31,Raylen Sharpe,WR,Fresno State,1,16,69.0,71.4,490.0,7.9,3.8,93.8,84.0,14.5,10.3,1.65
2024-08-31,Colston Loveland,TE,Michigan,1,18,82.0,90.6,372.0,7.1,3.4,94.4,47.6,18.6,10.4,2.67
2024-08-31,Mac Dalena,WR,Fresno State,1,15,83.0,74.3,686.0,13.8,4.5,94.3,21.7,77.6,16.8,2.61
2024-08-31,Mac Dalena,WR,Fresno State,1,6,83.0,74.3,686.0,13.8,4.5,94.3,21.7,77.6,16.8,2.61
2024-08-31,Mekhi Mews,WR,Houston,1,0,44.0,59.4,464.0,6.7,6.5,94.4,73.9,25.7,8.7,1.08
2024-08-31,Jacob De Jesus,WR,UNLV,1,13,51.0,78.1,448.0,10.6,2.7,95.8,68.3,26.7,14.2,2.23
2024-08-31,Ricky White III,WR,UNLV,1,-3,124.0,82.0,766.0,11.8,8.2,94.9,34.5,65.5,13.2,2.93
2024-08-31,Ricky White III,WR,UNLV,1,14,124.0,82.0,766.0,11.8,8.2,94.9,34.5,65.5,13.2,2.93
2024-08-31,Jacob De Jesus,WR,UNLV,1,5,51.0,78.1,448.0,10.6,2.7,95.8,68.3,26.7,14.2,2.23
2024-08-31,Jacob De Jesus,WR,UNLV,1,24,51.0,78.1,448.0,10.6,2.7,95.8,68.3,26.7,14.2,2.23
2024-08-31,Mekhi Mews,WR,Houston,1,57,44.0,59.4,464.0,6.7,6.5,94.4,73.9,25.7,8.7,1.08
2024-08-31,Mekhi Mews,WR,Houston,1,0,44.0,59.4,464.0,6.7,6.5,94.4,73.9,25.7,8.7,1.08
2024-08-31,Stephon Johnson,WR,Houston,1,23,45.0,68.5,435.0,7.2,3.0,95.3,53.4,46.2,12.6,1.8
2024-08-31,Stephon Johnson,WR,Houston,1,3,45.0,68.5,435.0,7.2,3.0,95.3,53.4,46.2,12.6,1.8
2024-08-31,Stephon Johnson,WR,Houston,1,6,45.0,68.5,435.0,7.2,3.0,95.3,53.4,46.2,12.6,1.8
2024-08-30,Zakhari Franklin,WR,Illinois,1,12,93.0,77.4,629.0,12.5,9.8,93.3,13.7,85.5,12.0,1.98
2024-08-30,Pat Bryant,WR,Illinois,1,8,78.0,86.0,672.0,14.4,1.8,91.8,21.4,76.8,18.2,2.83
2024-08-30,Pat Bryant,WR,Illinois,1,0,78.0,86.0,672.0,14.4,1.8,91.8,21.4,76.8,18.2,2.83
2024-08-30,Pat Bryant,WR,Illinois,1,15,78.0,86.0,672.0,14.4,1.8,91.8,21.4,76.8,18.2,2.83
2024-08-30,Zakhari Franklin,WR,Illinois,1,16,93.0,77.4,629.0,12.5,9.8,93.3,13.7,85.5,12.0,1.98
2024-08-30,Pat Bryant,WR,Illinois,1,28,78.0,86.0,672.0,14.4,1.8,91.8,21.4,76.8,18.2,2.83
2024-08-30,Pat Bryant,WR,Illinois,1,12,78.0,86.0,672.0,14.4,1.8,91.8,21.4,76.8,18.2,2.83
2024-08-31,Arian Smith,WR,Georgia,1,11,72.0,57.1,678.0,12.5,17.2,93.0,20.4,79.4,16.7,1.95
2024-08-31,Arian Smith,WR,Georgia,1,0,72.0,57.1,678.0,12.5,17.2,93.0,20.4,79.4,16.7,1.95
2024-08-31,Dillon Bell,WR,Georgia,1,2,75.0,62.4,606.0,12.0,12.2,92.6,6.6,93.4,10.8,1.28
2024-08-31,Antonio Williams,WR,Clemson,1,6,100.0,72.6,739.0,10.2,9.6,95.3,58.0,40.5,12.1,2.05
2024-08-31,Dominic Lovett,WR,Georgia,1,5,91.0,67.2,553.0,7.2,7.8,93.1,86.5,11.3,10.2,1.59
2024-08-31,Dillon Bell,WR,Georgia,1,2,75.0,62.4,606.0,12.0,12.2,92.6,6.6,93.4,10.8,1.28
2024-08-31,Antonio Williams,WR,Clemson,1,36,100.0,72.6,739.0,10.2,9.6,95.3,58.0,40.5,12.1,2.05
2024-08-31,Jake Briningstool,TE,Clemson,1,2,73.0,61.1,709.0,7.6,7.5,92.1,59.3,5.9,10.8,1.27
2024-08-31,Antonio Williams,WR,Clemson,1,1,100.0,72.6,739.0,10.2,9.6,95.3,58.0,40.5,12.1,2.05
2024-08-31,Dillon Bell,WR,Georgia,1,5,75.0,62.4,606.0,12.0,12.2,92.6,6.6,93.4,10.8,1.28
2024-08-31,Dominic Lovett,WR,Georgia,1,15,91.0,67.2,553.0,7.2,7.8,93.1,86.5,11.3,10.2,1.59
2024-08-31,Dillon Bell,WR,Georgia,1,23,75.0,62.4,606.0,12.0,12.2,92.6,6.6,93.4,10.8,1.28
2024-08-31,Antonio Williams,WR,Clemson,1,12,100.0,72.6,739.0,10.2,9.6,95.3,58.0,40.5,12.1,2.05
2024-08-31,Arian Smith,WR,Georgia,1,32,72.0,57.1,678.0,12.5,17.2,93.0,20.4,79.4,16.7,1.95
2024-08-31,Jake Briningstool,TE,Clemson,1,19,73.0,61.1,709.0,7.6,7.5,92.1,59.3,5.9,10.8,1.27
2024-08-31,Antonio Williams,WR,Clemson,1,10,100.0,72.6,739.0,10.2,9.6,95.3,58.0,40.5,12.1,2.05
2024-08-31,Jake Briningstool,TE,Clemson,1,5,73.0,61.1,709.0,7.6,7.5,92.1,59.3,5.9,10.8,1.27
2024-08-31,Dominic Lovett,WR,Georgia,1,13,91.0,67.2,553.0,7.2,7.8,93.1,86.5,11.3,10.2,1.59
2024-08-31,Arian Smith,WR,Georgia,1,2,72.0,57.1,678.0,12.5,17.2,93.0,20.4,79.4,16.7,1.95
2024-08-31,Arian Smith,WR,Georgia,1,11,72.0,57.1,678.0,12.5,17.2,93.0,20.4,79.4,16.7,1.95
2024-08-31,Antonio Williams,WR,Clemson,1,11,100.0,72.6,739.0,10.2,9.6,95.3,58.0,40.5,12.1,2.05
2024-08-31,Bryant Wesco Jr.,WR,Clemson,1,5,74.0,71.5,497.0,13.6,4.7,96.4,11.4,88.0,17.2,2.21
2024-08-31,T.J. Moore,WR,Clemson,1,7,71.0,68.4,539.0,12.6,10.0,94.8,7.5,92.5,14.4,1.9
2024-08-30,Omarion Hampton,RB,North Carolina,1,3,43.0,65.4,686.0,-1.9,5.0,70.8,4.2,1.1,9.8,1.4
2024-08-30,J.J. Jones,WR,North Carolina,1,7,64.0,66.9,748.0,16.0,7.7,92.7,6.1,93.9,16.2,1.52
2024-08-30,Elijah Spencer,WR,Minnesota,1,5,71.0,73.5,588.0,12.7,3.7,95.9,58.0,42.0,13.2,1.81
2024-08-30,Daniel Jackson,WR,Minnesota,1,20,115.0,75.8,651.0,11.6,6.3,95.7,25.7,74.0,11.5,2.15
2024-08-30,J.J. Jones,WR,North Carolina,1,13,64.0,66.9,748.0,16.0,7.7,92.7,6.1,93.9,16.2,1.52
2024-08-30,Omarion Hampton,RB,North Carolina,1,5,43.0,65.4,686.0,-1.9,5.0,70.8,4.2,1.1,9.8,1.4
2024-08-30,Bryson Nesbit,TE,North Carolina,1,10,48.0,66.5,305.0,11.9,17.2,89.8,80.1,6.1,11.0,1.5
2024-08-30,Bryson Nesbit,TE,North Carolina,1,5,48.0,66.5,305.0,11.9,17.2,89.8,80.1,6.1,11.0,1.5
2024-08-30,Omarion Hampton,RB,North Carolina,1,6,43.0,65.4,686.0,-1.9,5.0,70.8,4.2,1.1,9.8,1.4
2024-08-30,Omarion Hampton,RB,North Carolina,1,3,43.0,65.4,686.0,-1.9,5.0,70.8,4.2,1.1,9.8,1.4
2024-08-30,Omarion Hampton,RB,North Carolina,1,0,43.0,65.4,686.0,-1.9,5.0,70.8,4.2,1.1,9.8,1.4
2024-08-30,Daniel Jackson,WR,Minnesota,1,7,115.0,75.8,651.0,11.6,6.3,95.7,25.7,74.0,11.5,2.15
2024-08-30,Daniel Jackson,WR,Minnesota,1,20,115.0,75.8,651.0,11.6,6.3,95.7,25.7,74.0,11.5,2.15
2024-08-30,J.J. Jones,WR,North Carolina,1,32,64.0,66.9,748.0,16.0,7.7,92.7,6.1,93.9,16.2,1.52
2024-08-30,Elijah Spencer,WR,Minnesota,1,20,71.0,73.5,588.0,12.7,3.7,95.9,58.0,42.0,13.2,1.81
2024-08-30,Daniel Jackson,WR,Minnesota,1,8,115.0,75.8,651.0,11.6,6.3,95.7,25.7,74.0,11.5,2.15
2024-08-30,Jameson Geers,TE,Minnesota,1,9,40.0,55.7,504.0,8.8,15.2,89.8,40.7,7.2,10.4,1.06
2024-08-31,Jacolby George,WR,Miami (FL),1,2,77.0,75.8,574.0,12.4,7.0,92.9,16.3,83.7,14.2,2.21
2024-08-31,Xavier Restrepo,WR,Miami (FL),1,13,95.0,83.0,716.0,11.3,2.8,92.3,90.5,9.5,16.3,2.47
2024-08-31,Chimere Dike,WR,Florida,1,11,65.0,71.3,682.0,14.9,8.7,95.8,59.3,39.9,18.6,2.3
2024-08-31,Elijhah Badger,WR,Florida,1,19,61.0,81.5,543.0,17.3,0.0,95.8,20.8,79.2,20.7,2.96
2024-08-31,Elijah Arroyo,TE,Miami (FL),1,9,47.0,73.6,650.0,11.1,2.8,83.3,51.4,5.5,16.9,1.69
2024-08-31,Xavier Restrepo,WR,Miami (FL),1,1,95.0,83.0,716.0,11.3,2.8,92.3,90.5,9.5,16.3,2.47
2024-08-31,Xavier Restrepo,WR,Miami (FL),1,12,95.0,83.0,716.0,11.3,2.8,92.3,90.5,9.5,16.3,2.47
2024-08-31,Xavier Restrepo,WR,Miami (FL),1,17,95.0,83.0,716.0,11.3,2.8,92.3,90.5,9.5,16.3,2.47
2024-08-31,Isaiah Horton,WR,Miami (FL),1,11,78.0,73.3,535.0,10.7,6.7,91.2,6.3,93.8,11.0,1.92
2024-08-31,Isaiah Horton,WR,Miami (FL),1,30,78.0,73.3,535.0,10.7,6.7,91.2,6.3,93.8,11.0,1.92
2024-08-31,Xavier Restrepo,WR,Miami (FL),1,5,95.0,83.0,716.0,11.3,2.8,92.3,90.5,9.5,16.3,2.47
2024-08-31,Samuel Brown,WR,Miami (FL),1,8,57.0,62.5,436.0,9.5,10.0,93.5,8.8,91.2,14.1,1.78
2024-08-31,Elijah Arroyo,TE,Miami (FL),1,28,47.0,73.6,650.0,11.1,2.8,83.3,51.4,5.5,16.9,1.69
2024-08-31,Xavier Restrepo,WR,Miami (FL),1,24,95.0,83.0,716.0,11.3,2.8,92.3,90.5,9.5,16.3,2.47
2024-08-31,Samuel Brown,WR,Miami (FL),1,5,57.0,62.5,436.0,9.5,10.0,93.5,8.8,91.2,14.1,1.78
2024-08-31,Xavier Restrepo,WR,Miami (FL),1,40,95.0,83.0,716.0,11.3,2.8,92.3,90.5,9.5,16.3,2.47
2024-08-31,Samuel Brown,WR,Miami (FL),1,6,57.0,62.5,436.0,9.5,10.0,93.5,8.8,91.2,14.1,1.78
2024-08-31,Elijah Arroyo,TE,Miami (FL),1,23,47.0,73.6,650.0,11.1,2.8,83.3,51.4,5.5,16.9,1.69
2024-08-31,Isaiah Horton,WR,Miami (FL),1,27,78.0,73.3,535.0,10.7,6.7,91.2,6.3,93.8,11.0,1.92
2024-08-31,Jacolby George,WR,Miami (FL),1,23,77.0,75.8,574.0,12.4,7.0,92.9,16.3,83.7,14.2,2.21
2024-08-31,Elijhah Badger,WR,Florida,1,12,61.0,81.5,543.0,17.3,0.0,95.8,20.8,79.2,20.7,2.96
2024-08-31,Elijhah Badger,WR,Florida,1,12,61.0,81.5,543.0,17.3,0.0,95.8,20.8,79.2,20.7,2.96
2024-08-31,Isaiah Horton,WR,Miami (FL),1,2,78.0,73.3,535.0,10.7,6.7,91.2,6.3,93.8,11.0,1.92
2024-08-31,Elijah Arroyo,TE,Miami (FL),1,29,47.0,73.6,650.0,11.1,2.8,83.3,51.4,5.5,16.9,1.69
2024-08-31,Quincy Skinner Jr.,WR,Vanderbilt,1,31,48.0,62.5,556.0,14.4,14.7,95.0,3.6,96.0,12.7,1.39
2024-08-31,Da'Quan Felton,WR,Virginia Tech,1,5,62.0,56.4,514.0,13.6,13.5,94.5,10.9,89.1,11.3,1.39
2024-08-31,Stephen Gosnell,WR,Virginia Tech,1,7,45.0,65.2,607.0,14.2,6.7,94.7,27.7,72.0,18.0,1.68
2024-08-31,Eli Stowers,TE,Vanderbilt,1,5,67.0,89.0,479.0,7.1,2.0,92.0,72.2,5.9,12.9,2.43
2024-08-31,Quincy Skinner Jr.,WR,Vanderbilt,1,14,48.0,62.5,556.0,14.4,14.7,95.0,3.6,96.0,12.7,1.39
2024-08-31,Da'Quan Felton,WR,Virginia Tech,1,8,62.0,56.4,514.0,13.6,13.5,94.5,10.9,89.1,11.3,1.39
2024-08-31,Quincy Skinner Jr.,WR,Vanderbilt,1,23,48.0,62.5,556.0,14.4,14.7,95.0,3.6,96.0,12.7,1.39
2024-08-31,Junior Sherrill,WR,Vanderbilt,1,8,50.0,65.9,615.0,14.8,3.3,93.6,16.6,83.4,13.6,1.34
2024-08-31,Quincy Skinner Jr.,WR,Vanderbilt,1,4,48.0,62.5,556.0,14.4,14.7,95.0,3.6,96.0,12.7,1.39
2024-08-31,Jaylin Lane,WR,Virginia Tech,1,11,58.0,69.3,527.0,7.5,7.3,93.8,84.5,13.7,12.3,1.71
2024-08-31,Jaylin Lane,WR,Virginia Tech,1,24,58.0,69.3,527.0,7.5,7.3,93.8,84.5,13.7,12.3,1.71
2024-08-31,Jaylin Lane,WR,Virginia Tech,1,1,58.0,69.3,527.0,7.5,7.3,93.8,84.5,13.7,12.3,1.71
2024-08-31,Jaylin Lane,WR,Virginia Tech,1,26,58.0,69.3,527.0,7.5,7.3,93.8,84.5,13.7,12.3,1.71
2024-08-31,Benji Gosnell,TE,Virginia Tech,1,17,43.0,69.7,666.0,5.9,5.9,82.0,32.9,11.7,10.7,1.19
2024-08-31,Benji Gosnell,TE,Virginia Tech,1,26,43.0,69.7,666.0,5.9,5.9,82.0,32.9,11.7,10.7,1.19
2024-08-31,Junior Sherrill,WR,Vanderbilt,1,10,50.0,65.9,615.0,14.8,3.3,93.6,16.6,83.4,13.6,1.34
2024-08-31,Benji Gosnell,TE,Virginia Tech,1,9,43.0,69.7,666.0,5.9,5.9,82.0,32.9,11.7,10.7,1.19
2024-08-31,Stephen Gosnell,WR,Virginia Tech,1,44,45.0,65.2,607.0,14.2,6.7,94.7,27.7,72.0,18.0,1.68
2024-08-31,Eli Stowers,TE,Vanderbilt,1,41,67.0,89.0,479.0,7.1,2.0,92.0,72.2,5.9,12.9,2.43
