scheduled_date,player_name,position,team_market,rec_rec,rec_yds,targets,grades_pass_route,pff_snaps,avg_depth_of_target,drop_rate,route_rate,slot_rate,wide_rate,yards_per_reception,yprr
2024-10-19,Brennan Presley,WR,Oklahoma State,1,6,131.0,75.2,649.0,5.8,3.3,92.7,80.6,16.8,8.6,1.95
2024-10-19,Darius Lassiter,WR,BYU,1,3,87.0,73.1,592.0,13.9,13.5,94.1,37.0,62.7,15.6,2.32
2024-10-19,Chase Roberts,WR,BYU,1,8,72.0,80.3,643.0,13.0,5.5,92.6,40.2,59.5,16.4,2.6
2024-10-19,Darius Lassiter,WR,BYU,1,35,87.0,73.1,592.0,13.9,13.5,94.1,37.0,62.7,15.6,2.32
2024-10-20,Roderick Daniels Jr.,WR,SMU,1,7,57.0,73.8,607.0,8.5,8.3,89.2,62.5,17.2,15.3,2.09
2024-10-20,Elic Ayomanor,WR,Stanford,1,13,109.0,74.3,780.0,14.2,8.7,93.0,13.2,86.6,13.2,1.9
2024-10-20,Jordan Hudson,WR,SMU,1,10,60.0,64.1,534.0,12.1,9.3,92.1,14.0,86.0,10.8,1.65
2024-10-20,Key'Shawn Smith,WR,SMU,1,45,54.0,69.5,651.0,14.9,0.0,93.2,10.5,89.5,16.0,1.61
2024-10-20,Sam Roush,TE,Stanford,1,1,49.0,58.4,798.0,4.1,4.8,70.0,50.6,0.4,8.4,1.02
2024-10-20,Sam Roush,TE,Stanford,1,19,49.0,58.4,798.0,4.1,4.8,70.0,50.6,0.4,8.4,1.02
2024-10-20,Sam Roush,TE,Stanford,1,7,49.0,58.4,798.0,4.1,4.8,70.0,50.6,0.4,8.4,1.02
2024-10-20,Elic Ayomanor,WR,Stanford,1,18,109.0,74.3,780.0,14.2,8.7,93.0,13.2,86.6,13.2,1.9
2024-10-20,Key'Shawn Smith,WR,SMU,1,11,54.0,69.5,651.0,14.9,0.0,93.2,10.5,89.5,16.0,1.61
2024-10-20,Key'Shawn Smith,WR,SMU,1,13,54.0,69.5,651.0,14.9,0.0,93.2,10.5,89.5,16.0,1.61
2024-10-20,Roderick Daniels Jr.,WR,SMU,1,11,57.0,73.8,607.0,8.5,8.3,89.2,62.5,17.2,15.3,2.09
2024-10-20,Elic Ayomanor,WR,Stanford,1,17,109.0,74.3,780.0,14.2,8.7,93.0,13.2,86.6,13.2,1.9
2024-10-20,Elic Ayomanor,WR,Stanford,1,7,109.0,74.3,780.0,14.2,8.7,93.0,13.2,86.6,13.2,1.9
2024-10-20,Jordan Hudson,WR,SMU,1,7,60.0,64.1,534.0,12.1,9.3,92.1,14.0,86.0,10.8,1.65
2024-10-20,Sam Roush,TE,Stanford,1,25,49.0,58.4,798.0,4.1,4.8,70.0,50.6,0.4,8.4,1.02
2024-10-20,Key'Shawn Smith,WR,SMU,1,7,54.0,69.5,651.0,14.9,0.0,93.2,10.5,89.5,16.0,1.61
2024-10-20,Emmett Mosley V,WR,Stanford,1,0,71.0,72.7,501.0,9.1,7.7,92.2,63.8,28.4,10.9,1.78
2024-10-20,Brashard Smith,RB,SMU,1,9,51.0,90.8,541.0,1.7,4.7,73.3,12.1,2.6,8.2,1.69
2024-10-20,Sam Roush,TE,Stanford,1,10,49.0,58.4,798.0,4.1,4.8,70.0,50.6,0.4,8.4,1.02
2024-10-20,Emmett Mosley V,WR,Stanford,1,6,71.0,72.7,501.0,9.1,7.7,92.2,63.8,28.4,10.9,1.78
2024-10-20,Sam Roush,TE,Stanford,1,13,49.0,58.4,798.0,4.1,4.8,70.0,50.6,0.4,8.4,1.02
2024-10-20,Emmett Mosley V,WR,Stanford,1,10,71.0,72.7,501.0,9.1,7.7,92.2,63.8,28.4,10.9,1.78
2024-10-19,Isaiah Bond,WR,Texas,1,9,56.0,70.3,527.0,14.6,5.6,95.0,22.6,76.8,15.9,1.78
2024-10-19,Gunnar Helm,TE,Texas,1,3,73.0,72.4,1054.0,7.1,3.2,80.3,22.0,9.7,13.1,1.61
2024-10-19,Ryan Wingo,WR,Texas,1,-1,55.0,60.2,618.0,14.0,12.1,95.1,28.9,70.8,16.3,1.51
2024-10-19,Quintrevion Wisner,RB,Texas,1,1,57.0,63.6,624.0,-2.1,8.3,78.5,3.9,5.3,7.1,1.11
2024-10-19,Dominic Lovett,WR,Georgia,1,3,91.0,67.2,553.0,7.2,7.8,93.1,86.5,11.3,10.2,1.59
2024-10-19,Dominic Lovett,WR,Georgia,1,6,91.0,67.2,553.0,7.2,7.8,93.1,86.5,11.3,10.2,1.59
2024-10-19,Arian Smith,WR,Georgia,1,8,72.0,57.1,678.0,12.5,17.2,93.0,20.4,79.4,16.7,1.95
2024-10-19,Dillon Bell,WR,Georgia,1,2,75.0,62.4,606.0,12.0,12.2,92.6,6.6,93.4,10.8,1.28
2024-10-19,Dominic Lovett,WR,Georgia,1,17,91.0,67.2,553.0,7.2,7.8,93.1,86.5,11.3,10.2,1.59
2024-10-19,Quintrevion Wisner,RB,Texas,1,0,57.0,63.6,624.0,-2.1,8.3,78.5,3.9,5.3,7.1,1.11
2024-10-19,Gunnar Helm,TE,Texas,1,8,73.0,72.4,1054.0,7.1,3.2,80.3,22.0,9.7,13.1,1.61
2024-10-19,Dominic Lovett,WR,Georgia,1,9,91.0,67.2,553.0,7.2,7.8,93.1,86.5,11.3,10.2,1.59
2024-10-19,Jaydon Blue,RB,Texas,1,3,58.0,64.7,429.0,2.3,10.9,86.1,16.2,6.8,8.9,1.59
2024-10-19,Jaydon Blue,RB,Texas,1,8,58.0,64.7,429.0,2.3,10.9,86.1,16.2,6.8,8.9,1.59
2024-10-19,Arian Smith,WR,Georgia,1,4,72.0,57.1,678.0,12.5,17.2,93.0,20.4,79.4,16.7,1.95
2024-10-19,Arian Smith,WR,Georgia,1,0,72.0,57.1,678.0,12.5,17.2,93.0,20.4,79.4,16.7,1.95
2024-10-19,Matthew Golden,WR,Texas,1,24,83.0,75.6,854.0,13.5,6.5,94.9,23.9,76.1,17.0,2.1
2024-10-19,Quintrevion Wisner,RB,Texas,1,0,57.0,63.6,624.0,-2.1,8.3,78.5,3.9,5.3,7.1,1.11
2024-10-19,Isaiah Bond,WR,Texas,1,2,56.0,70.3,527.0,14.6,5.6,95.0,22.6,76.8,15.9,1.78
2024-10-19,Arian Smith,WR,Georgia,1,5,72.0,57.1,678.0,12.5,17.2,93.0,20.4,79.4,16.7,1.95
2024-10-19,Matthew Golden,WR,Texas,1,34,83.0,75.6,854.0,13.5,6.5,94.9,23.9,76.1,17.0,2.1
2024-10-19,Jaydon Blue,RB,Texas,1,9,58.0,64.7,429.0,2.3,10.9,86.1,16.2,6.8,8.9,1.59
2024-10-19,Arian Smith,WR,Georgia,1,-6,72.0,57.1,678.0,12.5,17.2,93.0,20.4,79.4,16.7,1.95
2024-10-19,Jaydon Blue,RB,Texas,1,17,58.0,64.7,429.0,2.3,10.9,86.1,16.2,6.8,8.9,1.59
2024-10-19,Arian Smith,WR,Georgia,1,21,72.0,57.1,678.0,12.5,17.2,93.0,20.4,79.4,16.7,1.95
2024-10-19,Dillon Bell,WR,Georgia,1,9,75.0,62.4,606.0,12.0,12.2,92.6,6.6,93.4,10.8,1.28
2024-10-19,Dillon Bell,WR,Georgia,1,1,75.0,62.4,606.0,12.0,12.2,92.6,6.6,93.4,10.8,1.28
2024-10-19,Matthew Golden,WR,Texas,1,19,83.0,75.6,854.0,13.5,6.5,94.9,23.9,76.1,17.0,2.1
2024-10-19,Gunnar Helm,TE,Texas,1,3,73.0,72.4,1054.0,7.1,3.2,80.3,22.0,9.7,13.1,1.61
2024-10-19,Quintrevion Wisner,RB,Texas,1,6,57.0,63.6,624.0,-2.1,8.3,78.5,3.9,5.3,7.1,1.11
2024-10-19,Jaydon Blue,RB,Texas,1,4,58.0,64.7,429.0,2.3,10.9,86.1,16.2,6.8,8.9,1.59
2024-10-19,Ryan Wingo,WR,Texas,1,3,55.0,60.2,618.0,14.0,12.1,95.1,28.9,70.8,16.3,1.51
2024-10-19,Gunnar Helm,TE,Texas,1,23,73.0,72.4,1054.0,7.1,3.2,80.3,22.0,9.7,13.1,1.61
2024-10-19,Quintrevion Wisner,RB,Texas,1,4,57.0,63.6,624.0,-2.1,8.3,78.5,3.9,5.3,7.1,1.11
2024-10-19,Jaydon Blue,RB,Texas,1,3,58.0,64.7,429.0,2.3,10.9,86.1,16.2,6.8,8.9,1.59
2024-10-19,Ryan Wingo,WR,Texas,1,10,55.0,60.2,618.0,14.0,12.1,95.1,28.9,70.8,16.3,1.51
2024-10-19,Gunnar Helm,TE,Texas,1,7,73.0,72.4,1054.0,7.1,3.2,80.3,22.0,9.7,13.1,1.61
2024-10-19,Gunnar Helm,TE,Texas,1,18,73.0,72.4,1054.0,7.1,3.2,80.3,22.0,9.7,13.1,1.61
2024-10-19,Jaydon Blue,RB,Texas,1,4,58.0,64.7,429.0,2.3,10.9,86.1,16.2,6.8,8.9,1.59
2024-10-17,Trey Goodman,WR,UTEP,1,8,75.0,62.5,740.0,9.3,9.6,94.4,26.6,73.1,10.0,1.2
2024-10-17,Dean Patterson,WR,Florida International,1,16,86.0,74.8,679.0,10.8,10.5,92.5,24.9,74.8,13.6,2.01
2024-10-17,Kenny Odom,WR,UTEP,1,62,70.0,68.5,703.0,12.4,4.2,95.6,34.9,64.6,16.1,2.0
2024-10-17,Eric Rivers,WR,Florida International,1,-3,97.0,85.6,614.0,15.1,10.1,92.4,13.8,86.2,18.8,3.57
2024-10-17,Kenny Odom,WR,UTEP,1,11,70.0,68.5,703.0,12.4,4.2,95.6,34.9,64.6,16.1,2.0
2024-10-17,Eric Rivers,WR,Florida International,1,15,97.0,85.6,614.0,15.1,10.1,92.4,13.8,86.2,18.8,3.57
2024-10-17,Eric Rivers,WR,Florida International,1,33,97.0,85.6,614.0,15.1,10.1,92.4,13.8,86.2,18.8,3.57
2024-10-17,Trey Goodman,WR,UTEP,1,4,75.0,62.5,740.0,9.3,9.6,94.4,26.6,73.1,10.0,1.2
2024-10-17,Trey Goodman,WR,UTEP,1,8,75.0,62.5,740.0,9.3,9.6,94.4,26.6,73.1,10.0,1.2
2024-10-17,Eric Rivers,WR,Florida International,1,30,97.0,85.6,614.0,15.1,10.1,92.4,13.8,86.2,18.8,3.57
2024-10-17,Kenny Odom,WR,UTEP,1,2,70.0,68.5,703.0,12.4,4.2,95.6,34.9,64.6,16.1,2.0
2024-10-17,Kenny Odom,WR,UTEP,1,20,70.0,68.5,703.0,12.4,4.2,95.6,34.9,64.6,16.1,2.0
2024-10-17,Trey Goodman,WR,UTEP,1,5,75.0,62.5,740.0,9.3,9.6,94.4,26.6,73.1,10.0,1.2
2024-10-17,Eric Rivers,WR,Florida International,1,16,97.0,85.6,614.0,15.1,10.1,92.4,13.8,86.2,18.8,3.57
2024-10-19,Kevin Coleman Jr.,WR,Mississippi State,1,7,102.0,80.1,728.0,9.6,5.1,93.3,87.9,10.5,12.6,2.32
2024-10-19,Jabre Barber,WR,Texas A&M,1,6,52.0,71.5,445.0,7.4,5.0,95.4,88.5,11.5,10.0,1.53
2024-10-19,Jabre Barber,WR,Texas A&M,1,14,52.0,71.5,445.0,7.4,5.0,95.4,88.5,11.5,10.0,1.53
2024-10-19,Jabre Barber,WR,Texas A&M,1,0,52.0,71.5,445.0,7.4,5.0,95.4,88.5,11.5,10.0,1.53
2024-10-19,Jabre Barber,WR,Texas A&M,1,9,52.0,71.5,445.0,7.4,5.0,95.4,88.5,11.5,10.0,1.53
2024-10-19,Noah Thomas,WR,Texas A&M,1,20,72.0,71.0,665.0,12.8,7.1,95.5,24.0,76.0,14.7,1.78
2024-10-19,Jabre Barber,WR,Texas A&M,1,58,52.0,71.5,445.0,7.4,5.0,95.4,88.5,11.5,10.0,1.53
2024-10-19,Kevin Coleman Jr.,WR,Mississippi State,1,38,102.0,80.1,728.0,9.6,5.1,93.3,87.9,10.5,12.6,2.32
2024-10-19,Kevin Coleman Jr.,WR,Mississippi State,1,7,102.0,80.1,728.0,9.6,5.1,93.3,87.9,10.5,12.6,2.32
2024-10-19,Kelly Akharaiyi,WR,Mississippi State,1,14,40.0,64.6,453.0,15.0,3.8,92.5,6.4,93.6,15.6,1.51
2024-10-19,Kelly Akharaiyi,WR,Mississippi State,1,22,40.0,64.6,453.0,15.0,3.8,92.5,6.4,93.6,15.6,1.51
2024-10-19,Seydou Traore,TE,Mississippi State,1,15,54.0,58.4,554.0,9.5,5.6,87.7,51.0,4.6,10.6,1.18
2024-10-19,Jabre Barber,WR,Texas A&M,1,5,52.0,71.5,445.0,7.4,5.0,95.4,88.5,11.5,10.0,1.53
2024-10-19,Noah Thomas,WR,Texas A&M,1,17,72.0,71.0,665.0,12.8,7.1,95.5,24.0,76.0,14.7,1.78
2024-10-19,Kelly Akharaiyi,WR,Mississippi State,1,9,40.0,64.6,453.0,15.0,3.8,92.5,6.4,93.6,15.6,1.51
2024-10-19,Kevin Coleman Jr.,WR,Mississippi State,1,5,102.0,80.1,728.0,9.6,5.1,93.3,87.9,10.5,12.6,2.32
2024-10-19,Kevin Coleman Jr.,WR,Mississippi State,1,12,102.0,80.1,728.0,9.6,5.1,93.3,87.9,10.5,12.6,2.32
2024-10-19,Jahdae Walker,WR,Texas A&M,1,16,40.0,67.8,476.0,12.5,3.3,93.7,23.9,76.1,11.9,1.44
2024-10-19,Kevin Coleman Jr.,WR,Mississippi State,1,-3,102.0,80.1,728.0,9.6,5.1,93.3,87.9,10.5,12.6,2.32
2024-10-19,Seydou Traore,TE,Mississippi State,1,11,54.0,58.4,554.0,9.5,5.6,87.7,51.0,4.6,10.6,1.18
2024-10-19,Kevin Coleman Jr.,WR,Mississippi State,1,12,102.0,80.1,728.0,9.6,5.1,93.3,87.9,10.5,12.6,2.32
2024-10-19,Kevin Coleman Jr.,WR,Mississippi State,1,11,102.0,80.1,728.0,9.6,5.1,93.3,87.9,10.5,12.6,2.32
2024-10-19,Seydou Traore,TE,Mississippi State,1,12,54.0,58.4,554.0,9.5,5.6,87.7,51.0,4.6,10.6,1.18
2024-10-19,Josh Dallas,WR,Georgia Southern,1,8,63.0,74.7,516.0,8.1,2.1,91.9,78.1,12.2,13.3,2.09
2024-10-19,Derwin Burgess Jr.,WR,Georgia Southern,1,15,95.0,65.4,820.0,11.7,4.8,92.4,13.3,86.5,11.2,1.4
2024-10-19,Yamir Knight,WR,James Madison,1,4,63.0,69.4,581.0,6.0,0.0,96.5,89.3,9.5,11.4,1.81
2024-10-19,Dalen Cobb,WR,Georgia Southern,1,3,79.0,64.1,533.0,7.3,11.9,90.6,77.1,21.2,11.5,1.82
2024-10-19,Yamir Knight,WR,James Madison,1,8,63.0,69.4,581.0,6.0,0.0,96.5,89.3,9.5,11.4,1.81
2024-10-19,Cam Ross,WR,James Madison,1,4,63.0,55.2,710.0,11.4,18.2,97.2,38.1,61.9,12.1,1.16
2024-10-19,Josh Dallas,WR,Georgia Southern,1,-2,63.0,74.7,516.0,8.1,2.1,91.9,78.1,12.2,13.3,2.09
2024-10-19,Josh Dallas,WR,Georgia Southern,1,4,63.0,74.7,516.0,8.1,2.1,91.9,78.1,12.2,13.3,2.09
2024-10-19,Dalen Cobb,WR,Georgia Southern,1,3,79.0,64.1,533.0,7.3,11.9,90.6,77.1,21.2,11.5,1.82
2024-10-19,Derwin Burgess Jr.,WR,Georgia Southern,1,11,95.0,65.4,820.0,11.7,4.8,92.4,13.3,86.5,11.2,1.4
2024-10-19,Josh Dallas,WR,Georgia Southern,1,17,63.0,74.7,516.0,8.1,2.1,91.9,78.1,12.2,13.3,2.09
2024-10-19,Derwin Burgess Jr.,WR,Georgia Southern,1,5,95.0,65.4,820.0,11.7,4.8,92.4,13.3,86.5,11.2,1.4
2024-10-19,Yamir Knight,WR,James Madison,1,20,63.0,69.4,581.0,6.0,0.0,96.5,89.3,9.5,11.4,1.81
2024-10-19,Cam Ross,WR,James Madison,1,7,63.0,55.2,710.0,11.4,18.2,97.2,38.1,61.9,12.1,1.16
2024-10-19,Cam Ross,WR,James Madison,1,13,63.0,55.2,710.0,11.4,18.2,97.2,38.1,61.9,12.1,1.16
2024-10-19,Yamir Knight,WR,James Madison,1,6,63.0,69.4,581.0,6.0,0.0,96.5,89.3,9.5,11.4,1.81
2024-10-19,Taylor Thompson,TE,James Madison,1,6,52.0,66.0,560.0,11.8,13.2,92.1,41.6,14.3,13.6,1.48
2024-10-19,Dalen Cobb,WR,Georgia Southern,1,12,79.0,64.1,533.0,7.3,11.9,90.6,77.1,21.2,11.5,1.82
2024-10-19,Dalen Cobb,WR,Georgia Southern,1,9,79.0,64.1,533.0,7.3,11.9,90.6,77.1,21.2,11.5,1.82
2024-10-19,Derwin Burgess Jr.,WR,Georgia Southern,1,15,95.0,65.4,820.0,11.7,4.8,92.4,13.3,86.5,11.2,1.4
2024-10-19,Omarion Dollison,WR,James Madison,1,10,62.0,61.4,717.0,15.9,7.5,97.0,14.8,84.9,17.1,1.61
2024-10-19,Cam Ross,WR,James Madison,1,9,63.0,55.2,710.0,11.4,18.2,97.2,38.1,61.9,12.1,1.16
2024-10-19,Cam Ross,WR,James Madison,1,7,63.0,55.2,710.0,11.4,18.2,97.2,38.1,61.9,12.1,1.16
2024-10-19,Omarion Dollison,WR,James Madison,1,35,62.0,61.4,717.0,15.9,7.5,97.0,14.8,84.9,17.1,1.61
2024-10-19,Derwin Burgess Jr.,WR,Georgia Southern,1,6,95.0,65.4,820.0,11.7,4.8,92.4,13.3,86.5,11.2,1.4
2024-10-19,Josh Dallas,WR,Georgia Southern,1,7,63.0,74.7,516.0,8.1,2.1,91.9,78.1,12.2,13.3,2.09
2024-10-19,Taylor Thompson,TE,James Madison,1,5,52.0,66.0,560.0,11.8,13.2,92.1,41.6,14.3,13.6,1.48
2024-10-19,Omarion Dollison,WR,James Madison,1,6,62.0,61.4,717.0,15.9,7.5,97.0,14.8,84.9,17.1,1.61
2024-10-19,Taylor Thompson,TE,James Madison,1,5,52.0,66.0,560.0,11.8,13.2,92.1,41.6,14.3,13.6,1.48
2024-10-19,Corey Rucker,WR,Arkansas State,1,14,125.0,77.9,784.0,13.9,11.5,93.7,9.3,90.5,15.3,2.37
2024-10-19,Ja'Quez Cross,RB,Arkansas State,1,11,45.0,67.5,403.0,1.8,7.9,82.0,1.6,5.9,6.5,1.09
2024-10-19,Corey Rucker,WR,Arkansas State,1,9,125.0,77.9,784.0,13.9,11.5,93.7,9.3,90.5,15.3,2.37
2024-10-19,Ja'Quez Cross,RB,Arkansas State,1,3,45.0,67.5,403.0,1.8,7.9,82.0,1.6,5.9,6.5,1.09
2024-10-19,Ja'Quez Cross,RB,Arkansas State,1,10,45.0,67.5,403.0,1.8,7.9,82.0,1.6,5.9,6.5,1.09
2024-10-19,Ja'Quez Cross,RB,Arkansas State,1,0,45.0,67.5,403.0,1.8,7.9,82.0,1.6,5.9,6.5,1.09
2024-10-19,Courtney Jackson,WR,Arkansas State,1,10,59.0,60.6,650.0,10.1,4.5,93.8,91.7,8.0,11.8,1.18
2024-10-19,Courtney Jackson,WR,Arkansas State,1,41,59.0,60.6,650.0,10.1,4.5,93.8,91.7,8.0,11.8,1.18
2024-10-19,Corey Rucker,WR,Arkansas State,1,13,125.0,77.9,784.0,13.9,11.5,93.7,9.3,90.5,15.3,2.37
2024-10-19,Larry Simmons,WR,Southern Miss,1,6,56.0,63.5,552.0,14.8,3.6,95.4,5.6,94.4,15.6,1.36
2024-10-19,Tiaquelin Mims,WR,Southern Miss,1,5,60.0,57.4,514.0,10.5,21.4,94.4,94.4,5.6,11.6,1.33
2024-10-19,Ja'Quez Cross,RB,Arkansas State,1,10,45.0,67.5,403.0,1.8,7.9,82.0,1.6,5.9,6.5,1.09
2024-10-19,Tiaquelin Mims,WR,Southern Miss,1,17,60.0,57.4,514.0,10.5,21.4,94.4,94.4,5.6,11.6,1.33
2024-10-19,Corey Rucker,WR,Arkansas State,1,1,125.0,77.9,784.0,13.9,11.5,93.7,9.3,90.5,15.3,2.37
2024-10-19,Tiaquelin Mims,WR,Southern Miss,1,18,60.0,57.4,514.0,10.5,21.4,94.4,94.4,5.6,11.6,1.33
2024-10-19,Tiaquelin Mims,WR,Southern Miss,1,6,60.0,57.4,514.0,10.5,21.4,94.4,94.4,5.6,11.6,1.33
2024-10-19,Tiaquelin Mims,WR,Southern Miss,1,3,60.0,57.4,514.0,10.5,21.4,94.4,94.4,5.6,11.6,1.33
2024-10-19,Courtney Jackson,WR,Arkansas State,1,4,59.0,60.6,650.0,10.1,4.5,93.8,91.7,8.0,11.8,1.18
2024-10-17,Jaylin Lane,WR,Virginia Tech,1,9,58.0,69.3,527.0,7.5,7.3,93.8,84.5,13.7,12.3,1.71
2024-10-17,Benji Gosnell,TE,Virginia Tech,1,9,43.0,69.7,666.0,5.9,5.9,82.0,32.9,11.7,10.7,1.19
2024-10-17,Stephen Gosnell,WR,Virginia Tech,1,20,45.0,65.2,607.0,14.2,6.7,94.7,27.7,72.0,18.0,1.68
2024-10-17,Stephen Gosnell,WR,Virginia Tech,1,15,45.0,65.2,607.0,14.2,6.7,94.7,27.7,72.0,18.0,1.68
2024-10-17,Lewis Bond,WR,Boston College,1,4,94.0,72.5,778.0,8.2,4.3,95.9,55.7,44.3,10.3,1.82
2024-10-17,Lewis Bond,WR,Boston College,1,2,94.0,72.5,778.0,8.2,4.3,95.9,55.7,44.3,10.3,1.82
2024-10-17,Da'Quan Felton,WR,Virginia Tech,1,14,62.0,56.4,514.0,13.6,13.5,94.5,10.9,89.1,11.3,1.39
2024-10-17,Lewis Bond,WR,Boston College,1,5,94.0,72.5,778.0,8.2,4.3,95.9,55.7,44.3,10.3,1.82
2024-10-17,Jaylin Lane,WR,Virginia Tech,1,3,58.0,69.3,527.0,7.5,7.3,93.8,84.5,13.7,12.3,1.71
2024-10-17,Stephen Gosnell,WR,Virginia Tech,1,5,45.0,65.2,607.0,14.2,6.7,94.7,27.7,72.0,18.0,1.68
2024-10-17,Benji Gosnell,TE,Virginia Tech,1,15,43.0,69.7,666.0,5.9,5.9,82.0,32.9,11.7,10.7,1.19
2024-10-17,Da'Quan Felton,WR,Virginia Tech,1,5,62.0,56.4,514.0,13.6,13.5,94.5,10.9,89.1,11.3,1.39
2024-10-17,Benji Gosnell,TE,Virginia Tech,1,15,43.0,69.7,666.0,5.9,5.9,82.0,32.9,11.7,10.7,1.19
2024-10-17,Benji Gosnell,TE,Virginia Tech,1,10,43.0,69.7,666.0,5.9,5.9,82.0,32.9,11.7,10.7,1.19
2024-10-17,Jaylin Lane,WR,Virginia Tech,1,10,58.0,69.3,527.0,7.5,7.3,93.8,84.5,13.7,12.3,1.71
2024-10-17,Lewis Bond,WR,Boston College,1,7,94.0,72.5,778.0,8.2,4.3,95.9,55.7,44.3,10.3,1.82
2024-10-17,Reed Harris,WR,Boston College,1,46,41.0,59.4,634.0,20.9,15.0,95.1,30.6,67.1,28.6,1.68
2024-10-19,Tez Johnson,WR,Oregon,1,5,101.0,87.0,587.0,5.9,3.5,95.3,79.3,16.0,11.0,2.6
2024-10-19,Evan Stewart,WR,Oregon,1,14,68.0,66.7,693.0,12.6,4.0,95.8,17.6,81.9,12.8,1.57
2024-10-19,Evan Stewart,WR,Oregon,1,49,68.0,66.7,693.0,12.6,4.0,95.8,17.6,81.9,12.8,1.57
2024-10-19,Tez Johnson,WR,Oregon,1,11,101.0,87.0,587.0,5.9,3.5,95.3,79.3,16.0,11.0,2.6
2024-10-19,Tez Johnson,WR,Oregon,1,16,101.0,87.0,587.0,5.9,3.5,95.3,79.3,16.0,11.0,2.6
2024-10-19,Evan Stewart,WR,Oregon,1,13,68.0,66.7,693.0,12.6,4.0,95.8,17.6,81.9,12.8,1.57
2024-10-19,Tez Johnson,WR,Oregon,1,9,101.0,87.0,587.0,5.9,3.5,95.3,79.3,16.0,11.0,2.6
2024-10-19,Tez Johnson,WR,Oregon,1,12,101.0,87.0,587.0,5.9,3.5,95.3,79.3,16.0,11.0,2.6
2024-10-19,Jaron Tibbs,WR,Purdue,1,8,42.0,65.4,446.0,10.2,10.7,94.4,37.2,62.8,12.2,1.2
2024-10-19,Tez Johnson,WR,Oregon,1,5,101.0,87.0,587.0,5.9,3.5,95.3,79.3,16.0,11.0,2.6
2024-10-19,Tez Johnson,WR,Oregon,1,8,101.0,87.0,587.0,5.9,3.5,95.3,79.3,16.0,11.0,2.6
2024-10-19,Max Klare,TE,Purdue,1,5,74.0,85.6,579.0,8.8,8.9,89.3,46.7,4.6,13.4,2.22
2024-10-19,Jahmal Edrine,WR,Purdue,1,7,46.0,65.5,463.0,14.5,14.8,94.8,11.1,88.9,15.9,1.34
2024-10-19,Max Klare,TE,Purdue,1,4,74.0,85.6,579.0,8.8,8.9,89.3,46.7,4.6,13.4,2.22
2024-10-19,Evan Stewart,WR,Oregon,1,20,68.0,66.7,693.0,12.6,4.0,95.8,17.6,81.9,12.8,1.57
2024-10-19,Max Klare,TE,Purdue,1,23,74.0,85.6,579.0,8.8,8.9,89.3,46.7,4.6,13.4,2.22
2024-10-19,Skyler Bell,WR,UConn,1,2,93.0,72.9,722.0,14.2,14.0,94.7,29.8,69.2,17.5,2.3
2024-10-19,Taylor Morin,WR,Wake Forest,1,7,85.0,74.5,617.0,9.3,3.0,91.7,62.1,37.6,11.8,2.08
2024-10-19,Deuce Alexander,WR,Wake Forest,1,17,60.0,68.2,392.0,10.5,7.7,93.9,79.3,20.7,11.1,1.63
2024-10-19,Horatio Fields,WR,Wake Forest,1,9,70.0,65.4,671.0,13.8,7.1,91.9,17.0,82.8,12.0,1.25
2024-10-19,Jasaiah Gathings,WR,UConn,1,19,61.0,56.7,695.0,11.7,11.1,94.8,16.9,83.1,9.6,0.9
2024-10-19,Jasaiah Gathings,WR,UConn,1,11,61.0,56.7,695.0,11.7,11.1,94.8,16.9,83.1,9.6,0.9
2024-10-19,TJ Sheffield,WR,UConn,1,16,77.0,62.4,564.0,7.1,6.9,96.1,91.4,7.2,9.3,1.45
2024-10-19,TJ Sheffield,WR,UConn,1,-3,77.0,62.4,564.0,7.1,6.9,96.1,91.4,7.2,9.3,1.45
2024-10-19,Skyler Bell,WR,UConn,1,18,93.0,72.9,722.0,14.2,14.0,94.7,29.8,69.2,17.5,2.3
2024-10-19,Taylor Morin,WR,Wake Forest,1,11,85.0,74.5,617.0,9.3,3.0,91.7,62.1,37.6,11.8,2.08
2024-10-19,Horatio Fields,WR,Wake Forest,1,9,70.0,65.4,671.0,13.8,7.1,91.9,17.0,82.8,12.0,1.25
2024-10-19,Horatio Fields,WR,Wake Forest,1,5,70.0,65.4,671.0,13.8,7.1,91.9,17.0,82.8,12.0,1.25
2024-10-19,Taylor Morin,WR,Wake Forest,1,14,85.0,74.5,617.0,9.3,3.0,91.7,62.1,37.6,11.8,2.08
2024-10-19,Horatio Fields,WR,Wake Forest,1,6,70.0,65.4,671.0,13.8,7.1,91.9,17.0,82.8,12.0,1.25
2024-10-19,Deuce Alexander,WR,Wake Forest,1,4,60.0,68.2,392.0,10.5,7.7,93.9,79.3,20.7,11.1,1.63
2024-10-19,Deuce Alexander,WR,Wake Forest,1,15,60.0,68.2,392.0,10.5,7.7,93.9,79.3,20.7,11.1,1.63
2024-10-19,Horatio Fields,WR,Wake Forest,1,10,70.0,65.4,671.0,13.8,7.1,91.9,17.0,82.8,12.0,1.25
2024-10-19,Taylor Morin,WR,Wake Forest,1,34,85.0,74.5,617.0,9.3,3.0,91.7,62.1,37.6,11.8,2.08
2024-10-19,Horatio Fields,WR,Wake Forest,1,4,70.0,65.4,671.0,13.8,7.1,91.9,17.0,82.8,12.0,1.25
2024-10-19,Jasaiah Gathings,WR,UConn,1,9,61.0,56.7,695.0,11.7,11.1,94.8,16.9,83.1,9.6,0.9
